64f11d78-2235-45df-a7ba-02837eed8727,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sleeping Bag Liner,https://www.kmart.com.au/product/sleeping-bag-liner/2685318,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/6/42762546-1-sz.jpg,3.00											WAS 6,3.00											,4.8 ,8 ,;,
e90dd937-a663-4492-ae7a-5a11b51bae87,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,LED Lantern with USB Power Bank,https://www.kmart.com.au/product/led-lantern-with-usb-power-bank/2140322,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/7/42649557-1-sz.jpg,12.00											WAS 16,12.00											,4.7 ,17 ,;,
37147972-4b72-43c1-a89e-d0678e7aa2b3,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Kids' Poncho - Assorted,https://www.kmart.com.au/product/kids-poncho---assorted/2169815,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/7/42648987-1-sz.jpg,2.00						 ea					WAS 4,2.00						 ea					,Not Rated,0,;,
d769712e-c021-4187-a626-421460b5bbe5,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,20L Folding Cooler,https://www.kmart.com.au/product/20l-folding-cooler/1756813,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/4/42506744-1-sz.jpg,12.00											WAS 20,12.00											,4.8 ,4 ,;Out of stock online,
cdcbc308-cb35-47e2-8366-94e781199074,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Green Camp Chair,https://www.kmart.com.au/product/green-camp-chair/1638352,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/8/42505778-1-sz.jpg,6.00											WAS 10,6.00											,4.3 ,3 ,;,
58d3631c-9941-433b-bbe9-797c0b7e9f71,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Tri Fold Camp Stool - Assorted,https://www.kmart.com.au/product/tri-fold-camp-stool---assorted/1649845,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/0/42497950-1-sz.jpg,3.00						 ea					WAS 6,3.00						 ea					,4.8 ,13 ,;,
1c432e90-1085-47a1-9129-620ab69a6ae8,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,5L Cooler,https://www.kmart.com.au/product/5l-cooler/1652311,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42506492-1-sz.jpg,10.00											WAS 15,10.00											,4.7 ,7 ,;,
54dafdeb-f911-494b-befe-d0a462e63705,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,2 Litre Dry Bag,https://www.kmart.com.au/product/2-litre-dry-bag/1669319,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/3/42485643-1-sz.jpg,2.50											WAS 4,2.50											,5.0 ,1 ,;,
dfab0941-1f13-42d0-96de-30f0d1ed9207,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Carabiners - Set of 2,https://www.kmart.com.au/product/carabiners---set-of-2/1181344,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/2/42442882-1-sz.jpg,1.00											WAS 2,1.00											,4.3 ,3 ,;,
c13ac08f-d9f0-4f3b-9a33-dbb5aa4aff32,Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Sports Clearance,https://www.kmart.com.au/category/clearance/clearance-by-category/sports-clearance/512077#.plp-wrapper#.plp-wrapper,Heavy Duty Guy Rope Kit,https://www.kmart.com.au/product/heavy-duty-guy-rope-kit/722997,https://www.kmart.com.au/wcsstore/Kmart/images/ncatalog/sz/1/42052111-1-sz.jpg,2.50											WAS 4.50,2.50											,5.0 ,3 ,;,
